month_date_yyyymm,cbsa_code,cbsa_title,HouseholdRank,median_listing_price,median_listing_price_mm,median_listing_price_yy,active_listing_count,active_listing_count_mm,active_listing_count_yy,median_days_on_market,median_days_on_market_mm,median_days_on_market_yy,new_listing_count,new_listing_count_mm,new_listing_count_yy,price_increased_count,price_increased_count_mm,price_increased_count_yy,price_increased_share,price_increased_share_mm,price_increased_share_yy,price_reduced_count,price_reduced_count_mm,price_reduced_count_yy,price_reduced_share,price_reduced_share_mm,price_reduced_share_yy,pending_listing_count,pending_listing_count_mm,pending_listing_count_yy,median_listing_price_per_square_foot,median_listing_price_per_square_foot_mm,median_listing_price_per_square_foot_yy,median_square_feet,median_square_feet_mm,median_square_feet_yy,average_listing_price,average_listing_price_mm,average_listing_price_yy,total_listing_count,total_listing_count_mm,total_listing_count_yy,pending_ratio,pending_ratio_mm,pending_ratio_yy,quality_flag
202407,17820,"Colorado Springs, CO",81,515000.0,-0.0153,-0.055,2854,0.1173,0.4885,41.0,0.125,0.2656,1376,-0.1291,-0.0086,50,0.1364,0.7857,0.0096,0.0003,0.0029,1762.0,0.1152,0.5348,0.2846,-0.0216,0.0031,1368.0,0.5314,0.7354,232.0,-0.0019,0.026,2339.0,-0.006,-0.1074,673398.0,-0.0259,-0.0304,4218,0.2279,0.5616,0.4792,0.1296,0.0682,0.0
202407,32580,"McAllen-Edinburg-Mission, TX",84,272375.0,0.0014,-0.0543,2440,0.0254,0.474,66.0,0.0154,0.1786,586,-0.0362,0.1098,32,0.3333,0.0,0.0091,0.0021,-0.0026,496.0,-0.1448,0.3053,0.1408,-0.0255,0.0025,505.0,-0.0623,-0.0605,159.0,0.0029,0.0481,1736.0,-0.0108,-0.0741,324969.0,-0.0102,-0.071,2937,0.0043,0.3421,0.2068,-0.0193,-0.1177,0.0
202406,19100,"Dallas-Fort Worth-Arlington, TX",4,450178.0,-0.0095,-0.0493,22368,0.1138,0.524,43.0,0.1169,0.1944,11328,0.0276,0.1075,488,-0.0827,0.3407,0.0109,-0.0017,0.001,12684.0,0.2702,0.6813,0.2816,0.0467,0.0771,10878.0,-0.0547,-0.0553,209.0,-0.0016,0.0019,2233.0,0.0004,-0.038,656479.0,-0.0068,-0.0217,33312,0.0535,0.2708,0.4863,-0.0867,-0.2982,0.0
202406,26420,"Houston-Pasadena-The Woodlands, TX",5,369900.0,0.0,-0.0176,25992,0.0748,0.3989,45.0,0.0976,0.125,11648,0.1001,0.1806,920,-0.1033,-0.0377,0.0187,-0.0033,-0.0047,9956.0,0.1774,0.5021,0.2057,0.0244,0.0433,10951.0,-0.0426,-0.082,177.0,-0.0055,-0.0051,2087.0,0.0126,-0.0088,511000.0,-0.0048,-0.0326,37288,0.0458,0.2233,0.4213,-0.0517,-0.2207,0.0
202406,19740,"Denver-Aurora-Centennial, CO",18,632500.0,-0.0066,-0.0699,9004,0.1944,0.7779,36.0,0.2203,0.2632,5308,-0.0823,0.0837,148,0.0882,-0.0133,0.008,0.0003,-0.0023,5572.0,0.2739,0.932,0.2968,0.0503,0.0939,4300.0,-0.0335,-0.0334,303.0,-0.0129,0.0075,2202.0,0.0052,-0.1142,846534.0,-0.0206,-0.1177,13331,0.1124,0.4056,0.4776,-0.1126,-0.4008,0.0
202406,41700,"San Antonio-New Braunfels, TX",25,347900.0,0.0084,-0.0529,11385,0.0737,0.4885,52.0,0.0196,0.1183,4460,0.0509,0.2239,348,-0.089,-0.13,0.0178,-0.0017,-0.0062,5284.0,0.064,0.4008,0.2605,-0.0016,0.0331,4268.0,-0.0287,-0.1519,186.0,-0.0076,-0.0282,1945.0,0.0135,-0.0368,465993.0,0.0003,-0.0585,15609,0.0435,0.2338,0.3749,-0.0395,-0.2831,0.0
202406,12420,"Austin-Round Rock-San Marcos, TX",26,549900.0,-0.018,-0.0519,10911,0.1019,0.3177,51.0,0.186,0.1333,3872,-0.0688,0.0227,228,0.14,0.0088,0.0125,0.0016,-0.0037,5808.0,0.1344,0.2379,0.3121,0.0287,-0.0182,3919.0,-0.0509,1.0385,271.0,-0.016,-0.0265,2092.0,-0.0065,-0.0216,848485.0,-0.03,-0.0368,14814,0.0564,0.4519,0.3592,-0.0578,0.127,0.0
202406,21340,"El Paso, TX",76,299950.0,0.0,-0.013,2638,0.0369,0.3521,59.0,0.1028,0.1132,924,-0.087,-0.0851,76,-0.4795,-0.5422,0.016,-0.0147,-0.0075,496.0,-0.0159,0.3262,0.1037,-0.0005,0.0051,1215.0,-0.019,0.5283,164.0,-0.0008,0.0033,1868.0,-0.0029,-0.0376,352414.0,0.0047,0.0,3855,0.0193,0.3985,0.4606,-0.0263,0.0531,0.0
202406,17820,"Colorado Springs, CO",81,523000.0,0.0205,-0.049,2554,0.1678,0.5413,36.0,0.2,0.2,1580,-0.0038,0.0792,44,0.0,0.4667,0.0093,0.0001,0.0016,1580.0,0.4234,0.6809,0.3062,0.0666,0.0678,893.0,0.0432,0.0944,232.0,-0.007,0.0204,2353.0,0.0176,-0.1113,691284.0,0.0317,0.0081,3435,0.1374,0.3862,0.3496,-0.0418,-0.1428,0.0
202406,32580,"McAllen-Edinburg-Mission, TX",84,272000.0,-0.0251,-0.0588,2379,0.0208,0.5289,65.0,0.0078,0.1404,608,-0.0675,0.2016,24,0.0,0.7143,0.0071,0.0002,0.0016,580.0,0.1111,0.8012,0.1663,0.0156,0.0438,538.0,0.0151,-0.0545,159.0,-0.0021,0.039,1755.0,-0.016,-0.0672,328307.0,-0.0063,-0.0761,2924,0.0238,0.3786,0.2261,-0.0013,-0.1395,0.0
202405,19100,"Dallas-Fort Worth-Arlington, TX",4,454500.0,0.0102,-0.0317,20082,0.0835,0.525,39.0,-0.0375,0.0548,11024,-0.0503,0.0726,532,-0.1307,0.0114,0.0126,-0.0021,-0.0024,9986.0,0.1051,0.6811,0.2348,0.0182,0.0675,11508.0,-0.0054,-0.0343,209.0,0.0074,0.0094,2232.0,0.0141,-0.0315,660975.0,0.0196,-0.0098,31620,0.0509,0.2532,0.573,-0.0512,-0.3319,0.0
202405,26420,"Houston-Pasadena-The Woodlands, TX",5,369900.0,0.0024,-0.0136,24183,0.0584,0.3847,41.0,-0.0465,0.0,10588,-0.0227,0.0954,1026,-0.1464,0.0665,0.022,-0.0042,-0.0026,8456.0,0.0378,0.3448,0.1813,0.0002,0.0207,11438.0,0.0045,-0.0625,178.0,0.0006,0.0016,2061.0,0.0015,-0.0162,513464.0,-0.0026,-0.0245,35656,0.042,0.2051,0.473,-0.0254,-0.2256,0.0
202405,19740,"Denver-Aurora-Centennial, CO",18,636700.0,0.0187,-0.0668,7539,0.2023,0.7207,30.0,-0.0635,0.2292,5784,0.1127,0.2396,136,-0.0556,0.0462,0.0077,-0.0012,-0.0016,4374.0,0.276,0.99,0.2464,0.0356,0.0797,4449.0,-0.0045,-0.0326,307.0,0.0048,0.0156,2191.0,0.006,-0.1051,864324.0,-0.0108,-0.1119,11984,0.1176,0.332,0.5902,-0.1226,-0.4596,0.0
202405,41700,"San Antonio-New Braunfels, TX",25,345000.0,0.0014,-0.035,10604,0.0703,0.447,51.0,-0.0556,0.1087,4244,0.0728,0.1035,382,0.2013,0.104,0.0195,0.002,-0.002,4966.0,0.169,0.5509,0.262,0.0295,0.0643,4394.0,0.0169,-0.1257,188.0,0.0049,-0.013,1919.0,-0.0021,-0.0325,465842.0,0.014,-0.0377,14959,0.053,0.2152,0.4144,-0.0218,-0.2714,0.0
202405,12420,"Austin-Round Rock-San Marcos, TX",26,560000.0,0.004,-0.0403,9902,0.1133,0.2988,43.0,0.0361,-0.0227,4158,-0.1831,0.0495,200,0.4286,-0.0196,0.011,0.0034,-0.0041,5120.0,0.2144,0.2819,0.2833,0.0364,-0.0145,4129.0,-0.012,1.0975,275.0,-0.0004,-0.003,2106.0,0.002,-0.0132,874761.0,-0.0047,-0.0078,14023,0.0744,0.4634,0.417,-0.0529,0.1588,0.0
202405,21340,"El Paso, TX",76,299950.0,-0.0006,-0.0324,2544,0.0335,0.4616,54.0,-0.0614,0.07,1012,-0.0098,0.0327,146,-0.3482,1.2813,0.0307,-0.0165,0.0091,504.0,0.1887,0.6258,0.1042,0.0135,0.0007,1239.0,-0.0076,3.5118,164.0,0.0002,-0.0043,1874.0,-0.0106,-0.0392,350782.0,-0.0004,-0.0137,3782,0.0245,0.8793,0.4868,-0.0202,0.3291,0.0
202405,17820,"Colorado Springs, CO",81,512500.0,0.0148,-0.0682,2187,0.2007,0.4893,30.0,-0.0323,0.1765,1586,0.0193,0.0923,44,0.375,0.5714,0.0092,0.0015,0.0017,1110.0,0.2967,0.5164,0.2396,0.0315,0.0454,856.0,0.0203,-0.0322,234.0,-0.0001,0.0149,2312.0,0.0026,-0.1205,670016.0,0.0255,-0.0333,3020,0.1413,0.2878,0.3914,-0.0692,-0.2109,0.0
202405,32580,"McAllen-Edinburg-Mission, TX",84,279000.0,0.0054,-0.0283,2331,0.0257,0.5277,65.0,0.0157,0.1121,652,0.156,0.2835,24,-0.0769,0.0,0.0069,-0.0008,-0.0021,522.0,0.0567,0.6012,0.1507,0.0056,0.0292,530.0,-0.0302,-0.0759,159.0,0.0002,0.0418,1784.0,0.0014,-0.0469,330387.0,-0.009,-0.0705,2856,0.0169,0.3645,0.2274,-0.0131,-0.1485,0.0
202404,19100,"Dallas-Fort Worth-Arlington, TX",4,449900.0,0.0225,-0.0217,18535,0.0839,0.4789,40.0,0.0,0.0256,11608,0.1599,0.2062,612,0.0268,0.2966,0.0146,-0.0006,0.001,9036.0,0.2748,0.6441,0.2166,0.0215,0.0517,11570.0,0.0923,0.0093,208.0,0.0083,0.0109,2201.0,0.011,-0.0313,648240.0,0.0306,-0.0008,30088,0.0869,0.2477,0.6242,0.0048,-0.2904,0.0
202404,26420,"Houston-Pasadena-The Woodlands, TX",5,369000.0,0.0227,-0.0027,22848,0.0538,0.3233,43.0,0.0,0.0,10834,0.0799,0.1751,1202,0.1831,0.3296,0.0262,0.002,0.003,8148.0,0.1843,0.549,0.1811,0.0138,0.0439,11387.0,0.0939,-0.041,178.0,0.006,0.0083,2058.0,0.0088,-0.0134,514825.0,0.015,-0.016,34218,0.0667,0.1748,0.4984,0.0183,-0.1893,0.0
202404,19740,"Denver-Aurora-Centennial, CO",18,625000.0,0.0082,-0.0795,6270,0.235,0.5762,32.0,0.05,0.3125,5198,0.1835,0.201,144,0.125,0.125,0.0089,-0.0001,-0.0011,3428.0,0.5249,0.9884,0.2108,0.0383,0.0721,4469.0,0.0795,0.0292,306.0,-0.0104,0.0198,2178.0,0.0175,-0.1109,873752.0,-0.0148,-0.1031,10723,0.1433,0.2916,0.7128,-0.1027,-0.3787,0.0
202404,41700,"San Antonio-New Braunfels, TX",25,344513.0,0.0136,-0.0212,9908,0.0355,0.4438,54.0,-0.0526,0.0189,3956,0.0928,0.2032,318,0.06,-0.2838,0.0175,0.0009,-0.0099,4248.0,0.1748,0.5504,0.2325,0.0144,0.0524,4321.0,0.0808,-0.1342,187.0,0.0051,-0.0119,1923.0,0.0047,-0.0278,459388.0,0.0173,-0.0493,14205,0.0505,0.2026,0.4361,0.0183,-0.2912,0.0
202404,12420,"Austin-Round Rock-San Marcos, TX",26,557748.0,0.0145,-0.0198,8895,0.1771,0.2359,42.0,0.0375,-0.0568,5090,0.2005,0.3624,140,-0.3636,-0.3137,0.0076,-0.0087,-0.0093,4216.0,0.4263,0.2473,0.247,0.0242,-0.0246,4179.0,1.5266,1.3976,275.0,0.0148,0.01,2102.0,0.0055,-0.0101,878866.0,0.0135,0.0185,13052,0.4205,0.4629,0.4698,0.2509,0.2277,0.0
202404,21340,"El Paso, TX",76,300125.0,0.0021,0.0003,2462,0.0051,0.4819,57.0,-0.0172,0.0556,1022,0.1256,0.1884,224,-0.0508,0.4359,0.0472,-0.0055,-0.0045,424.0,-0.152,0.5143,0.0907,-0.0208,-0.0085,1248.0,0.2128,3.4892,164.0,-0.0017,-0.0016,1894.0,-0.0026,-0.0245,350940.0,0.0154,-0.0001,3692,0.049,0.948,0.507,0.0868,0.3396,0.0
202404,17820,"Colorado Springs, CO",81,505028.0,0.0203,-0.056,1822,0.1952,0.3716,31.0,-0.1389,0.1071,1556,0.3649,0.1408,32,0.1429,-0.2,0.0077,-0.0004,-0.0033,856.0,0.3459,0.5286,0.2081,0.0248,0.0475,839.0,0.1083,0.0409,234.0,-0.0125,0.0166,2306.0,0.0665,-0.1056,653376.0,0.0231,-0.0287,2646,0.1755,0.2388,0.4606,-0.0361,-0.1463,0.0
202404,32580,"McAllen-Edinburg-Mission, TX",84,277500.0,-0.0018,-0.0281,2272,-0.007,0.484,64.0,0.0763,0.0948,564,-0.0342,0.1557,26,-0.0714,0.625,0.0077,-0.0005,0.0013,494.0,0.0041,0.436,0.1451,0.0026,0.0074,547.0,0.0974,-0.01,159.0,0.0025,0.0401,1781.0,0.0071,-0.0597,333372.0,0.0128,-0.0724,2809,0.0081,0.3594,0.2405,0.0229,-0.12,0.0
202403,19100,"Dallas-Fort Worth-Arlington, TX",4,439990.0,0.0115,-0.0049,17101,0.0677,0.3797,40.0,-0.1579,-0.1209,10008,0.0895,0.1662,596,-0.0629,0.3484,0.0152,-0.0034,0.0012,7088.0,0.0697,0.4063,0.1951,0.0034,0.0351,10592.0,0.1136,-0.0073,206.0,0.0058,0.0134,2177.0,0.0087,-0.018,628977.0,0.0172,0.0168,27682,0.0848,0.1997,0.6194,0.0255,-0.2414,0.0
202403,26420,"Houston-Pasadena-The Woodlands, TX",5,360794.0,0.0025,0.0022,21681,0.0422,0.2365,43.0,-0.0947,-0.0753,10032,0.1249,0.2061,1016,-0.0451,-0.0078,0.0242,-0.0027,-0.0035,6880.0,0.0539,0.31,0.1672,-0.0007,0.0241,10409.0,0.0873,-0.0288,177.0,0.0023,0.0132,2040.0,0.0027,-0.0183,507239.0,0.0036,0.0023,32077,0.0565,0.134,0.4801,0.0199,-0.1312,0.0
202403,19740,"Denver-Aurora-Centennial, CO",18,619925.0,0.0167,-0.0535,5077,0.1833,0.4806,30.0,-0.1304,0.1215,4392,0.2046,0.1941,128,-0.0448,-0.0588,0.009,-0.0021,-0.0034,2248.0,0.3349,0.5546,0.1725,0.024,0.0412,4140.0,0.1267,0.0748,309.0,-0.0019,0.0258,2140.0,0.0215,-0.0984,886902.0,0.0153,-0.0887,9379,0.1793,0.2923,0.8154,-0.041,-0.3079,0.0
202403,41700,"San Antonio-New Braunfels, TX",25,339900.0,0.0148,-0.0192,9568,0.0365,0.369,57.0,-0.1618,0.0459,3620,0.0039,0.17,300,-0.2268,0.0135,0.0166,-0.0072,-0.0035,3616.0,0.0403,0.3275,0.2181,0.0059,0.0311,3998.0,0.113,-0.1394,186.0,0.01,-0.0136,1914.0,0.0021,-0.0109,451556.0,0.0059,-0.034,13522,0.0633,0.1675,0.4179,0.0287,-0.2468,0.0
202403,12420,"Austin-Round Rock-San Marcos, TX",26,549783.0,0.0144,-0.0003,7556,0.1435,0.1578,40.0,-0.3333,-0.2157,4240,0.3225,0.1903,220,0.0092,-0.2086,0.0163,-0.0031,-0.0081,2956.0,0.2195,-0.0471,0.2228,0.0144,-0.0451,1654.0,0.199,0.0548,271.0,0.0114,0.0203,2090.0,0.0022,-0.0014,867123.0,0.0374,0.0356,9188,0.1524,0.1361,0.2189,0.0101,-0.0214,0.0
202403,21340,"El Paso, TX",76,299500.0,0.0031,0.0028,2449,0.006,0.3467,58.0,-0.1343,-0.0333,908,0.0733,0.1155,236,0.18,0.6389,0.0527,0.006,0.0009,500.0,0.1682,0.8116,0.1115,0.0124,0.0162,1029.0,0.0576,4.0195,164.0,0.0019,0.0241,1899.0,0.008,-0.0163,345633.0,0.0143,0.0094,3519,0.03,0.7361,0.4202,0.0205,0.3074,0.0
202403,17820,"Colorado Springs, CO",81,495000.0,0.0107,-0.0616,1524,0.0263,0.2,36.0,-0.1111,-0.0137,1140,0.122,0.0215,28,1.0,-0.0667,0.0081,0.0036,-0.0014,636.0,0.1822,0.1606,0.1833,0.0134,0.0078,757.0,0.1418,0.0558,237.0,0.0163,0.0428,2162.0,-0.0016,-0.1232,638631.0,-0.0198,-0.0245,2251,0.0514,0.1297,0.4967,0.0503,-0.0678,0.0
202403,32580,"McAllen-Edinburg-Mission, TX",84,278000.0,0.0109,-0.0246,2288,0.0346,0.4848,59.0,-0.0598,0.0261,584,0.0,0.2116,28,0.0,0.1667,0.0082,-0.0004,-0.0011,492.0,0.1284,0.5185,0.1425,0.0084,0.0122,498.0,0.1091,-0.001,159.0,0.0011,0.0351,1769.0,0.006,-0.0696,329160.0,0.006,-0.0862,2786,0.0491,0.3707,0.2177,0.0146,-0.1058,0.0
202402,19100,"Dallas-Fort Worth-Arlington, TX",4,435000.0,0.0091,0.0,16017,0.0149,0.2538,48.0,-0.24,-0.188,9186,0.2132,0.2014,636,0.2231,0.8276,0.0187,0.0022,0.0068,6626.0,0.1084,0.3121,0.1917,-0.0011,0.0275,9512.0,0.2348,-0.075,205.0,0.005,0.0154,2158.0,-0.0031,-0.0154,618316.0,0.0102,0.0338,25518,0.0841,0.107,0.5939,0.1058,-0.2111,0.0
202402,26420,"Houston-Pasadena-The Woodlands, TX",5,359900.0,0.0048,0.0066,20803,0.0124,0.1629,48.0,-0.188,-0.1204,8918,0.1661,0.1612,1064,-0.031,0.1295,0.027,-0.0027,0.0006,6528.0,0.1497,0.1818,0.1679,0.013,0.0113,9573.0,0.1975,-0.0512,177.0,0.0058,0.0182,2035.0,-0.0049,-0.02,505413.0,0.0099,0.0103,30363,0.0602,0.0858,0.4602,0.0711,-0.1038,0.0
202402,19740,"Denver-Aurora-Centennial, CO",18,609750.0,0.0163,-0.0359,4291,0.0224,0.3002,35.0,-0.448,-0.1834,3646,0.1761,0.1754,134,0.4565,0.2182,0.011,0.002,0.0004,1684.0,0.1152,0.2419,0.1485,-0.0023,0.0126,3675.0,0.2754,-0.0053,310.0,0.0255,0.0625,2095.0,0.0018,-0.095,873575.0,0.0342,-0.0511,7953,0.1231,0.1452,0.8564,0.1699,-0.263,0.0
202402,41700,"San Antonio-New Braunfels, TX",25,334948.0,-0.0026,-0.0149,9231,0.0097,0.267,68.0,-0.0993,0.0149,3606,0.1116,0.1116,388,0.687,-0.1745,0.0238,0.009,-0.0077,3476.0,0.0924,0.2932,0.2122,-0.0031,0.0291,3592.0,0.2359,-0.1697,184.0,0.001,-0.0127,1910.0,-0.0065,-0.0166,448896.0,-0.0047,-0.0095,12717,0.0551,0.0986,0.3891,0.0712,-0.2047,0.0
202402,12420,"Austin-Round Rock-San Marcos, TX",26,542000.0,-0.0055,0.0207,6608,0.0275,0.0812,60.0,-0.2157,-0.1367,3206,0.3358,0.1393,218,0.2386,-0.2214,0.0194,0.0017,-0.0074,2424.0,0.1079,-0.1055,0.2083,-0.0129,-0.0525,1380.0,0.3138,-0.0503,268.0,0.0109,0.032,2086.0,-0.0033,0.0055,835846.0,0.0097,0.0309,7973,0.06,0.055,0.2088,0.0455,-0.0289,0.0
202402,21340,"El Paso, TX",76,298570.0,0.0121,0.0054,2435,0.0573,0.3336,67.0,-0.1184,-0.0074,846,-0.043,-0.0047,200,-0.1228,2.7037,0.0467,-0.0099,0.0279,428.0,0.237,0.2299,0.0991,0.016,-0.0233,973.0,0.1013,4.0026,164.0,0.0066,0.0374,1884.0,0.0032,-0.0281,340766.0,0.0028,0.0121,3417,0.0723,0.6913,0.3997,0.016,0.2931,0.0
202402,17820,"Colorado Springs, CO",81,489776.0,0.0039,-0.0185,1485,-0.0285,0.0804,41.0,-0.352,-0.1474,1016,0.1572,0.0496,14,-0.5882,-0.4167,0.0045,-0.0067,-0.0036,538.0,0.076,-0.0627,0.1699,-0.0025,-0.0192,663.0,0.0896,-0.0236,233.0,0.0233,0.0325,2166.0,-0.0212,-0.0708,651504.0,-0.0014,0.0347,2141,0.0026,0.0516,0.4465,0.0484,-0.0475,0.0
202402,32580,"McAllen-Edinburg-Mission, TX",84,275000.0,0.0,-0.0283,2212,0.0388,0.4158,63.0,-0.1345,-0.0492,584,0.0139,0.0936,28,-0.0667,0.5556,0.0086,-0.0007,0.0015,436.0,0.1848,0.483,0.1341,0.0198,0.0196,449.0,0.0845,-0.0385,159.0,0.0081,0.0438,1758.0,-0.0087,-0.0755,327181.0,-0.0075,-0.0839,2656,0.0461,0.3107,0.203,0.0086,-0.0959,0.0
202401,19100,"Dallas-Fort Worth-Arlington, TX",4,431088.0,-0.009,-0.0056,15782,-0.0906,0.0761,63.0,0.0776,-0.0234,7572,0.3838,0.028,520,0.413,0.07,0.0164,0.0044,0.0004,5978.0,0.1136,-0.1107,0.1928,0.0184,-0.0338,7703.0,-0.0241,-0.0506,204.0,0.0001,0.0146,2165.0,-0.0101,-0.0112,612069.0,-0.0259,0.0374,23539,-0.0697,0.0335,0.4881,0.0333,-0.0651,0.0
202401,26420,"Houston-Pasadena-The Woodlands, TX",5,358192.0,-0.0047,0.0094,20548,-0.0456,0.0986,59.0,0.0446,-0.0714,7648,0.1752,0.0769,1098,0.4077,0.1631,0.0297,0.0085,0.0015,5678.0,0.1929,-0.0606,0.1549,0.023,-0.0253,7994.0,-0.0062,0.0006,176.0,0.0044,0.0209,2045.0,-0.0161,-0.0185,500461.0,-0.0054,0.0126,28638,-0.0323,0.0709,0.389,0.0154,-0.0381,0.0
202401,19740,"Denver-Aurora-Centennial, CO",18,599997.0,-0.0164,0.0,4197,-0.1519,0.114,63.0,0.0246,-0.031,3100,0.967,0.2128,92,0.0,-0.1636,0.009,0.0001,-0.0036,1510.0,0.2753,-0.0156,0.1508,0.0246,-0.0186,2881.0,0.0049,0.0913,302.0,0.0104,0.0639,2091.0,-0.0309,-0.0752,844649.0,-0.004,-0.0173,7081,-0.093,0.1072,0.6865,0.1071,-0.0143,0.0
202401,41700,"San Antonio-New Braunfels, TX",25,335825.0,0.0006,-0.0322,9142,-0.0366,0.2444,76.0,0.1103,-0.0382,3244,0.2672,0.1569,230,-0.0254,-0.3195,0.0147,-0.0004,-0.0102,3182.0,0.1496,0.0199,0.2153,0.0263,-0.0151,2907.0,0.017,-0.1577,184.0,0.0029,-0.0045,1923.0,-0.0077,-0.0369,451037.0,0.0033,-0.012,12053,-0.028,0.1239,0.3179,0.0167,-0.1518,0.0
202401,12420,"Austin-Round Rock-San Marcos, TX",26,544988.0,0.0093,0.044,6431,-0.1212,0.0204,77.0,0.0338,-0.0255,2400,0.2632,-0.1144,176,0.2222,-0.3125,0.0177,0.0024,-0.007,2188.0,0.0621,-0.305,0.2212,0.0209,-0.0925,1050.0,0.0165,-0.0999,265.0,-0.0056,0.0303,2093.0,0.0026,0.0232,827848.0,0.0032,0.0687,7522,-0.1027,0.0034,0.1633,0.0221,-0.0218,0.0
202401,21340,"El Paso, TX",76,295000.0,0.0,0.0052,2303,-0.0118,0.2277,76.0,0.027,0.0483,884,0.4539,-0.0887,228,3.0714,-0.0732,0.0566,0.0424,-0.0281,346.0,0.2357,0.1849,0.0831,0.0122,-0.0131,884.0,-0.0469,4.6817,163.0,0.0056,0.0417,1878.0,-0.0098,-0.0297,339830.0,-0.0122,0.0203,3186,-0.0293,0.5541,0.3837,-0.0141,0.3008,0.0
202401,17820,"Colorado Springs, CO",81,487875.0,-0.0043,-0.0219,1529,-0.1569,-0.0208,63.0,0.0593,-0.0458,878,0.5034,-0.0045,34,0.4167,0.0,0.0112,0.0012,-0.0001,500.0,-0.0458,-0.3094,0.1724,-0.0053,-0.0763,609.0,0.0751,0.1258,228.0,0.0123,0.0235,2213.0,-0.0389,-0.0324,652404.0,-0.0012,0.0456,2136,-0.0974,0.0167,0.3981,0.0859,0.0519,0.0
202401,32580,"McAllen-Edinburg-Mission, TX",84,275000.0,-0.0143,-0.0186,2129,0.0431,0.3643,73.0,0.0211,0.014,576,0.3091,0.2203,30,0.5,1.5,0.0093,0.0021,0.0044,368.0,0.2105,0.2267,0.1143,0.0112,-0.0092,414.0,-0.0143,0.1144,157.0,0.0146,0.0493,1774.0,-0.0147,-0.0661,329659.0,-0.0068,-0.0681,2539,0.0378,0.318,0.1945,-0.0113,-0.0436,0.0
202312,19100,"Dallas-Fort Worth-Arlington, TX",4,435000.0,-0.0225,-0.0091,17355,-0.0829,0.0634,58.0,0.1717,-0.0085,5472,-0.2773,0.0451,368,-0.1111,0.3143,0.012,0.0003,0.0026,5368.0,-0.3845,-0.0945,0.1744,-0.0761,-0.0229,7893.0,-0.0319,-0.0697,204.0,-0.005,0.0123,2187.0,-0.0106,-0.0131,628356.0,-0.0145,0.0505,25302,-0.0657,0.0202,0.4548,0.0239,-0.065,0.0
202312,26420,"Houston-Pasadena-The Woodlands, TX",5,359900.0,-0.0135,0.0,21529,-0.033,0.0672,56.0,0.12,-0.0508,6508,-0.1557,0.049,780,0.0484,0.1607,0.0212,0.002,0.0007,4760.0,-0.3924,-0.1053,0.1318,-0.0707,-0.0211,8044.0,-0.0708,-0.043,175.0,0.001,0.0176,2078.0,-0.0081,-0.0161,503186.0,-0.0108,0.0093,29594,-0.0434,0.0359,0.3736,-0.0152,-0.043,0.0
202312,19740,"Denver-Aurora-Centennial, CO",18,610000.0,-0.024,0.0167,4948,-0.2026,0.0715,61.0,0.2842,0.0339,1576,-0.3901,0.0314,92,-0.3784,0.15,0.0089,-0.0031,0.0009,1184.0,-0.6019,-0.285,0.1262,-0.1207,-0.0579,2867.0,-0.112,0.0017,299.0,0.0035,0.0635,2158.0,-0.0379,-0.0409,848083.0,-0.0254,0.0212,7807,-0.1733,0.0451,0.5794,0.0592,-0.0403,0.0
202312,41700,"San Antonio-New Braunfels, TX",25,335629.0,-0.0126,-0.0383,9489,-0.0398,0.2091,68.0,0.1525,0.0149,2560,-0.1328,0.1532,236,0.0085,0.4048,0.0151,0.0001,0.0028,2768.0,-0.2957,-0.024,0.189,-0.0533,-0.0193,2858.0,-0.0969,-0.2017,183.0,-0.003,-0.0059,1938.0,-0.0059,-0.0317,449573.0,-0.0082,-0.0167,12400,-0.0426,0.0885,0.3012,-0.019,-0.155,0.0
202312,12420,"Austin-Round Rock-San Marcos, TX",26,539990.0,-0.0173,0.0286,7317,-0.1388,0.0336,74.0,0.1473,0.0278,1900,-0.2129,0.2087,144,-0.1529,0.8,0.0153,0.0011,0.0068,2060.0,-0.4178,-0.2393,0.2004,-0.0945,-0.0561,1033.0,-0.0731,-0.1622,267.0,-0.0098,0.0231,2087.0,-0.0055,0.0195,825179.0,-0.0076,0.0629,8382,-0.1229,0.0098,0.1412,0.01,-0.033,0.0
202312,21340,"El Paso, TX",76,295000.0,0.0027,0.0129,2330,-0.0682,0.2367,74.0,0.1429,0.0882,608,-0.1762,-0.1214,56,-0.5556,-0.4615,0.0141,-0.0152,-0.0241,280.0,-0.4043,0.2963,0.071,-0.0388,-0.0046,927.0,-0.0112,5.2635,162.0,0.004,0.046,1896.0,-0.0013,-0.0232,344035.0,-0.0055,0.0452,3282,-0.0452,0.616,0.3979,0.0229,0.3193,0.0
202312,17820,"Colorado Springs, CO",81,490000.0,-0.0184,-0.018,1813,-0.1585,-0.064,59.0,0.2165,-0.0635,584,-0.3303,0.021,24,-0.3333,-0.25,0.01,0.0,-0.0016,524.0,-0.513,-0.3879,0.1776,-0.1217,-0.1013,566.0,-0.0308,-0.0053,225.0,0.0032,0.0344,2302.0,-0.0241,-0.0254,653202.0,-0.0105,0.0624,2366,-0.1295,-0.0525,0.3122,0.0411,0.0184,0.0
